ten,category,hang,gia,thong_so,link_hinh_anh,ten_ram,loai_ram,dung_luong,gia_vnd,ten_cpu,ten_mainboard,ten_vga,ten_ssd,ten_hdd,ten_case,ten_psu
"RAM PC G.SKILL Ripjaws M5 32GB RGB DDR5 Black | (2x16GB), 6400MHz, Intel/AMD F5-6400J3648F16GX2-RM5RK",RAM,,11911000,32GB 6400MHz,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,"RAM PC G.SKILL Ripjaws M5 32GB RGB DDR5 Black | (2x16GB), 6400MHz, Intel/AMD F5-6400J3648F16GX2-RM5RK",DDR5,32GB,11911000,,,,,,,
"RAM PC G.SKILL Ripjaws M5 32GB RGB DDR5 White | (2x16GB), 5200MHz, Intel/AMD F5-5200J4040A16GX2-RM5RW",RAM,,10399000,32GB 5200MHz,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,"RAM PC G.SKILL Ripjaws M5 32GB RGB DDR5 White | (2x16GB), 5200MHz, Intel/AMD F5-5200J4040A16GX2-RM5RW",DDR5,32GB,10399000,,,,,,,
"RAM PC G.SKILL Ripjaws M5 32GB RGB DDR5 | (2x16GB), 6000MHz, Intel/AMD F5-6000J3636F16GX2-RM5RK",RAM,,10690000,32GB 6000MHz,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,"RAM PC G.SKILL Ripjaws M5 32GB RGB DDR5 | (2x16GB), 6000MHz, Intel/AMD F5-6000J3636F16GX2-RM5RK",DDR5,32GB,10690000,,,,,,,
"RAM PC G.SKILL Ripjaws M5 Special Edition 32GB RGB DDR5 White | (2x16GB), 6000MHz, Intel/AMD",RAM,,9999000,32GB 6000MHz,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,"RAM PC G.SKILL Ripjaws M5 Special Edition 32GB RGB DDR5 White | (2x16GB), 6000MHz, Intel/AMD",DDR5,32GB,9999000,,,,,,,
"RAM PC G.SKILL Ripjaws S5 16GB DDR5 | (1x16GB), 5600MHz, Intel/AMD F5-5600J4040C16GX1-RS5K",RAM,,5699000,16GB 5600MHz,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,"RAM PC G.SKILL Ripjaws S5 16GB DDR5 | (1x16GB), 5600MHz, Intel/AMD F5-5600J4040C16GX1-RS5K",DDR5,16GB,5699000,,,,,,,
"RAM PC G.SKILL Ripjaws S5 16GB DDR5 | (1x16GB), 6000MHz, Intel/AMD",RAM,,6599000,16GB 6000MHz,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,"RAM PC G.SKILL Ripjaws S5 16GB DDR5 | (1x16GB), 6000MHz, Intel/AMD",DDR5,16GB,6599000,,,,,,,
"RAM PC G.SKILL Ripjaws S5 24GB DDR5 Black | (1x24GB), 5200MHz, Intel/AMD",RAM,,7999000,24GB 5200MHz,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,"RAM PC G.SKILL Ripjaws S5 24GB DDR5 Black | (1x24GB), 5200MHz, Intel/AMD",DDR5,24GB,7999000,,,,,,,
"RAM PC G.SKILL Ripjaws S5 24GB DDR5 White | (1x24GB), 5200MHz, Intel/AMD",RAM,,8999000,24GB 5200MHz,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,"RAM PC G.SKILL Ripjaws S5 24GB DDR5 White | (1x24GB), 5200MHz, Intel/AMD",DDR5,24GB,8999000,,,,,,,
"RAM PC G.SKILL Ripjaws S5 32GB DDR5 Black | (2x16GB), 6000MHz, Intel/AMD F5-6000J3636F16GX2-RS5K",RAM,,11111000,32GB 6000MHz,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,"RAM PC G.SKILL Ripjaws S5 32GB DDR5 Black | (2x16GB), 6000MHz, Intel/AMD F5-6000J3636F16GX2-RS5K",DDR5,32GB,11111000,,,,,,,
"RAM PC G.SKILL Ripjaws V 16GB DDR4 | (1x16GB), 3200MHz, Intel/AMD F4-3200C16S-16GVK",RAM,,3290000,16GB 3200MHz,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,"RAM PC G.SKILL Ripjaws V 16GB DDR4 | (1x16GB), 3200MHz, Intel/AMD F4-3200C16S-16GVK",DDR4,16GB,3290000,,,,,,,
"RAM PC G.SKILL Ripjaws V 8GB DDR4 | (1x8GB), 3200MHz, Intel/AMD",RAM,,1950000,8GB 3200MHz,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,"RAM PC G.SKILL Ripjaws V 8GB DDR4 | (1x8GB), 3200MHz, Intel/AMD",DDR4,8GB,1950000,,,,,,,
"RAM PC G.SKILL Ripjaws V 8GB DDR4 | (1x8GB), 3600MHz, Intel/AMD F4-3600C18S-8GVK",RAM,,1950000,8GB 3600MHz,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,"RAM PC G.SKILL Ripjaws V 8GB DDR4 | (1x8GB), 3600MHz, Intel/AMD F4-3600C18S-8GVK",DDR4,8GB,1950000,,,,,,,
"RAM PC G.SKILL Trident Z 32GB RGB DDR4 | (2x16GB), 3600MHz, Intel/AMD F4-3600C18D-32GTZR",RAM,,6620000,32GB 3600MHz,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,"RAM PC G.SKILL Trident Z 32GB RGB DDR4 | (2x16GB), 3600MHz, Intel/AMD F4-3600C18D-32GTZR",DDR4,32GB,6620000,,,,,,,
"RAM PC G.SKILL Trident Z Neo 32GB RGB DDR4 | (2x16GB), 3600MHz, Intel/AMD F4-3600C18D-32GTZN",RAM,,6520000,32GB 3600MHz,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,"RAM PC G.SKILL Trident Z Neo 32GB RGB DDR4 | (2x16GB), 3600MHz, Intel/AMD F4-3600C18D-32GTZN",DDR4,32GB,6520000,,,,,,,
"RAM PC G.SKILL Trident Z Neo 64GB RGB DDR4 | (2x32GB), 3600MHz, Intel/AMD F4-3600C18D-64GTZN",RAM,,11711000,64GB 3600MHz,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,"RAM PC G.SKILL Trident Z Neo 64GB RGB DDR4 | (2x32GB), 3600MHz, Intel/AMD F4-3600C18D-64GTZN",DDR4,64GB,11711000,,,,,,,
"RAM PC G.SKILL Trident Z5 32GB RGB DDR5 Black | (2x16GB), 5200MHz, Intel/AMD F5-5200J4040A16GX2-TZ5RK",RAM,,11299000,32GB 5200MHz,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,"RAM PC G.SKILL Trident Z5 32GB RGB DDR5 Black | (2x16GB), 5200MHz, Intel/AMD F5-5200J4040A16GX2-TZ5RK",DDR5,32GB,11299000,,,,,,,
"RAM PC G.SKILL Trident Z5 32GB RGB DDR5 White | (2x16GB), 6000MHz, Intel/AMD",RAM,,10599000,32GB 6000MHz,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,"RAM PC G.SKILL Trident Z5 32GB RGB DDR5 White | (2x16GB), 6000MHz, Intel/AMD",DDR5,32GB,10599000,,,,,,,
"RAM PC G.SKILL Trident Z5 32GB RGB DDR5 | (2x16GB), 5200MHz, Intel/AMD F5-5200J4040A16GX2-TZ5RS",RAM,,11999000,32GB 5200MHz,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,"RAM PC G.SKILL Trident Z5 32GB RGB DDR5 | (2x16GB), 5200MHz, Intel/AMD F5-5200J4040A16GX2-TZ5RS",DDR5,32GB,11999000,,,,,,,
"RAM PC G.SKILL Trident Z5 32GB RGB DDR5 | (2x16GB), 5600MHz, Intel/AMD",RAM,,12300000,32GB 5600MHz,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,"RAM PC G.SKILL Trident Z5 32GB RGB DDR5 | (2x16GB), 5600MHz, Intel/AMD",DDR5,32GB,12300000,,,,,,,
"RAM PC G.SKILL Trident Z5 32GB RGB DDR5 | (2x16GB), 6000MHz, Intel Intel XMP/AMD EXPOMP F5-6000J3636F16GX2-TZ5RK",RAM,,12311000,32GB 6000MHz,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,"RAM PC G.SKILL Trident Z5 32GB RGB DDR5 | (2x16GB), 6000MHz, Intel Intel XMP/AMD EXPOMP F5-6000J3636F16GX2-TZ5RK",DDR5,32GB,12311000,,,,,,,
"RAM PC G.SKILL Trident Z5 32GB RGB DDR5 | (2x16GB), 6000MHz, Intel/AMD F5-6000J3636F16GX2-TZ5RS",RAM,,15999000,32GB 6000MHz,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,"RAM PC G.SKILL Trident Z5 32GB RGB DDR5 | (2x16GB), 6000MHz, Intel/AMD F5-6000J3636F16GX2-TZ5RS",DDR5,32GB,15999000,,,,,,,
"RAM PC G.SKILL Trident Z5 32GB RGB DDR5 | (2x16GB), 6000MHz, Intel/AMD F5-6000J4040F16GX2-TZ5RS",RAM,,13999000,32GB 6000MHz,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,"RAM PC G.SKILL Trident Z5 32GB RGB DDR5 | (2x16GB), 6000MHz, Intel/AMD F5-6000J4040F16GX2-TZ5RS",DDR5,32GB,13999000,,,,,,,
"RAM PC G.SKILL Trident Z5 64GB RGB DDR5 | (2x32GB), 6000MHz, Intel/AMD F5-6000J3636F32GX2-TZ5RK",RAM,,23111000,64GB 6000MHz,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,"RAM PC G.SKILL Trident Z5 64GB RGB DDR5 | (2x32GB), 6000MHz, Intel/AMD F5-6000J3636F32GX2-TZ5RK",DDR5,64GB,23111000,,,,,,,
"RAM PC G.SKILL Trident Z5 64GB RGB DDR5 | (2x32GB), 6000MHz, Intel/AMD F5-6000J3636F32GX2-TZ5RW",RAM,,23111000,64GB 6000MHz,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,"RAM PC G.SKILL Trident Z5 64GB RGB DDR5 | (2x32GB), 6000MHz, Intel/AMD F5-6000J3636F32GX2-TZ5RW",DDR5,64GB,23111000,,,,,,,
"RAM PC G.SKILL Trident Z5 Neo 24GB DDR5 | (1x24GB), 5600MHz, Intel/AMD",RAM,,7999000,24GB 5600MHz,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,"RAM PC G.SKILL Trident Z5 Neo 24GB DDR5 | (1x24GB), 5600MHz, Intel/AMD",DDR5,24GB,7999000,,,,,,,
"RAM PC GeIL Evo Spear 16GB DDR4 | (1x16GB), 3200MHz, Intel/AMD GSB416GB3200C22SC",RAM,,2990000,16GB 3200MHz,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,"RAM PC GeIL Evo Spear 16GB DDR4 | (1x16GB), 3200MHz, Intel/AMD GSB416GB3200C22SC",DDR4,16GB,2990000,,,,,,,
"RAM PC GeIL Evo Spear 8GB DDR4 | (1x8GB), 3200MHz, Intel/AMD",RAM,,1190000,8GB 3200MHz,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,"RAM PC GeIL Evo Spear 8GB DDR4 | (1x8GB), 3200MHz, Intel/AMD",DDR4,8GB,1190000,,,,,,,
"RAM PC GeIL Orion 16GB DDR4 | (1x16GB), 3200MHz, Intel/AMD GOG416GB3200C16BSC",RAM,,2990000,16GB 3200MHz,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,"RAM PC GeIL Orion 16GB DDR4 | (1x16GB), 3200MHz, Intel/AMD GOG416GB3200C16BSC",DDR4,16GB,2990000,,,,,,,
"RAM PC GeIL Orion 8GB RGB DDR4 | (1x8GB), 3200MHz, Intel/AMD GOSG48GB3200C16BSC",RAM,,1850000,8GB 3200MHz,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,"RAM PC GeIL Orion 8GB RGB DDR4 | (1x8GB), 3200MHz, Intel/AMD GOSG48GB3200C16BSC",DDR4,8GB,1850000,,,,,,,
"RAM PC GeIL Spear V 16GB DDR5 Black | (1x16GB), 5200MHz, Intel/AMD",RAM,,5099000,16GB 5200MHz,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,"RAM PC GeIL Spear V 16GB DDR5 Black | (1x16GB), 5200MHz, Intel/AMD",DDR5,16GB,5099000,,,,,,,
"RAM PC GeIL Spear V 16GB DDR5 | (1x16GB), 6000MHz, Intel/AMD GASB516GB6000C38BSC",RAM,,5999000,16GB 6000MHz,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,"RAM PC GeIL Spear V 16GB DDR5 | (1x16GB), 6000MHz, Intel/AMD GASB516GB6000C38BSC",DDR5,16GB,5999000,,,,,,,
"RAM PC GeIL Super Luce 8GB RGB DDR4 White | (1x8GB), 3200MHz, Intel/AMD GLWS48GB3200C16BSC",RAM,,1850000,8GB 3200MHz,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,"RAM PC GeIL Super Luce 8GB RGB DDR4 White | (1x8GB), 3200MHz, Intel/AMD GLWS48GB3200C16BSC",DDR4,8GB,1850000,,,,,,,
"RAM PC Gskill Trident Z5 RGB 16GB DDR5 | (1x16GB), 6000MHz, Intel/AMD F5-6000J3636F16GX1-TZ5RK",RAM,,5599000,16GB 6000MHz,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,"RAM PC Gskill Trident Z5 RGB 16GB DDR5 | (1x16GB), 6000MHz, Intel/AMD F5-6000J3636F16GX1-TZ5RK",DDR5,16GB,5599000,,,,,,,
"RAM PC Hiksemi Armor 16GB DDR4 | (1x16GB), 3200MHz, Intel/AMD HSC416U32D2",RAM,,2990000,16GB 3200MHz,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,"RAM PC Hiksemi Armor 16GB DDR4 | (1x16GB), 3200MHz, Intel/AMD HSC416U32D2",DDR4,16GB,2990000,,,,,,,
"RAM PC Hiksemi Armor 16GB DDR4 | (1x16GB), 3200MHz, Intel/AMD HSC416U32Z2",RAM,,2990000,16GB 3200MHz,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,"RAM PC Hiksemi Armor 16GB DDR4 | (1x16GB), 3200MHz, Intel/AMD HSC416U32Z2",DDR4,16GB,2990000,,,,,,,
"RAM PC Hiksemi Future 16GB DDR4 | (1x16GB), 3200MHz, Intel/AMD HSC416U32C2-16G",RAM,,2990000,16GB 3200MHz,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,"RAM PC Hiksemi Future 16GB DDR4 | (1x16GB), 3200MHz, Intel/AMD HSC416U32C2-16G",DDR4,16GB,2990000,,,,,,,
"RAM PC Kimtigo 8GB DDR4 | (1x8GB), 3200MHz, Intel/AMD",RAM,,1290000,8GB 3200MHz,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,"RAM PC Kimtigo 8GB DDR4 | (1x8GB), 3200MHz, Intel/AMD",DDR4,8GB,1290000,,,,,,,
"RAM PC Kingbank 16GB DDR4 White | (1x16GB), 3200MHz, Intel/AMD",RAM,,2790000,16GB 3200MHz,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,"RAM PC Kingbank 16GB DDR4 White | (1x16GB), 3200MHz, Intel/AMD",DDR4,16GB,2790000,,,,,,,
"RAM PC Kingbank 16GB DDR5 | (1x16GB), 4800MHz, Intel/AMD",RAM,,4999000,16GB 4800MHz,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,"RAM PC Kingbank 16GB DDR5 | (1x16GB), 4800MHz, Intel/AMD",DDR5,16GB,4999000,,,,,,,
"RAM PC Kingbank 16GB DDR5 | (1x16GB), 6000MHz, Intel/AMD",RAM,,4699000,16GB 6000MHz,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,"RAM PC Kingbank 16GB DDR5 | (1x16GB), 6000MHz, Intel/AMD",DDR5,16GB,4699000,,,,,,,
"RAM PC Kingmax Archon X 32GB DDR5 | (2x16GB), 6000MHz, Intel/AMD",RAM,,9399000,32GB 6000MHz,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,"RAM PC Kingmax Archon X 32GB DDR5 | (2x16GB), 6000MHz, Intel/AMD",DDR5,32GB,9399000,,,,,,,
"RAM PC Kingmax Blade X 16GB DDR4 | (1x16GB), 3200MHz, Intel/AMD",RAM,,3590000,16GB 3200MHz,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,"RAM PC Kingmax Blade X 16GB DDR4 | (1x16GB), 3200MHz, Intel/AMD",DDR4,16GB,3590000,,,,,,,
"RAM PC Kingmax Blade X 16GB DDR4 | (1x16GB), 3200MHz, Intel/AMD KM-LD4A-3200-16GSBK18",RAM,,3590000,16GB 3200MHz,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,"RAM PC Kingmax Blade X 16GB DDR4 | (1x16GB), 3200MHz, Intel/AMD KM-LD4A-3200-16GSBK18",DDR4,16GB,3590000,,,,,,,
"RAM PC Kingmax Blade X 8GB DDR4 | (1x8GB), 3200MHz, Intel/AMD KM-LD4A-3200-08GSBB16",RAM,,1890000,8GB 3200MHz,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,"RAM PC Kingmax Blade X 8GB DDR4 | (1x8GB), 3200MHz, Intel/AMD KM-LD4A-3200-08GSBB16",DDR4,8GB,1890000,,,,,,,
"RAM PC Kingmax Blade X 8GB DDR4 | (1x8GB), 3200MHz, Intel/AMD KM-LD4A-3200-08GSBK18",RAM,,1890000,8GB 3200MHz,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,"RAM PC Kingmax Blade X 8GB DDR4 | (1x8GB), 3200MHz, Intel/AMD KM-LD4A-3200-08GSBK18",DDR4,8GB,1890000,,,,,,,
"RAM PC Kingmax Horizon 32GB DDR5 | (1x32GB), 5600MHz, Intel/AMD KM-LD54-5600-32GSHN38",RAM,,8399000,32GB 5600MHz,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,"RAM PC Kingmax Horizon 32GB DDR5 | (1x32GB), 5600MHz, Intel/AMD KM-LD54-5600-32GSHN38",DDR5,32GB,8399000,,,,,,,
"RAM PC Kingmax Zeus Dragon 8GB RGB DDR4 | (1x8GB), 3600MHz, Intel/AMD KM-LD4A-3600-08GSRT18",RAM,,1950000,8GB 3600MHz,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,"RAM PC Kingmax Zeus Dragon 8GB RGB DDR4 | (1x8GB), 3600MHz, Intel/AMD KM-LD4A-3600-08GSRT18",DDR4,8GB,1950000,,,,,,,
"RAM PC KingSpec 16GB DDR4 Black | (1x16GB), 3200MHz, Intel/AMD",RAM,,2790000,16GB 3200MHz,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,"RAM PC KingSpec 16GB DDR4 Black | (1x16GB), 3200MHz, Intel/AMD",DDR4,16GB,2790000,,,,,,,
"RAM PC KingSpec 16GB DDR4 | (1x16GB), 2666MHz, Intel/AMD",RAM,,2690000,16GB 2666MHz,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,"RAM PC KingSpec 16GB DDR4 | (1x16GB), 2666MHz, Intel/AMD",DDR4,16GB,2690000,,,,,,,
"RAM PC KingSpec 16GB DDR4 | (1x16GB), 3200MHz, Intel/AMD",RAM,,2790000,16GB 3200MHz,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,"RAM PC KingSpec 16GB DDR4 | (1x16GB), 3200MHz, Intel/AMD",DDR4,16GB,2790000,,,,,,,
"RAM PC KingSpec 16GB DDR5 | (1x16GB), 4800MHz, Intel/AMD K4800D5P11016G",RAM,,4399000,16GB 4800MHz,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,"RAM PC KingSpec 16GB DDR5 | (1x16GB), 4800MHz, Intel/AMD K4800D5P11016G",DDR5,16GB,4399000,,,,,,,
"RAM PC KingSpec 8GB DDR3 | (1x8GB), 1600MHz, Intel/AMD",RAM,,699000,8GB 1600MHz,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,"RAM PC KingSpec 8GB DDR3 | (1x8GB), 1600MHz, Intel/AMD",DDR3,8GB,699000,,,,,,,
"RAM PC KingSpec 8GB DDR4 Black | (1x8GB), 3200MHz, Intel/AMD",RAM,,1790000,8GB 3200MHz,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,"RAM PC KingSpec 8GB DDR4 Black | (1x8GB), 3200MHz, Intel/AMD",DDR4,8GB,1790000,,,,,,,
"RAM PC KingSpec 8GB DDR4 | (1x8GB), 3200MHz, Intel/AMD",RAM,,1790000,8GB 3200MHz,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,"RAM PC KingSpec 8GB DDR4 | (1x8GB), 3200MHz, Intel/AMD",DDR4,8GB,1790000,,,,,,,
"RAM PC Kingston Fury Beast 16GB DDR4 Black | (1x16GB), 3200MHz, Intel/AMD KF432C16BB1/16WP",RAM,,3890000,16GB 3200MHz,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,"RAM PC Kingston Fury Beast 16GB DDR4 Black | (1x16GB), 3200MHz, Intel/AMD KF432C16BB1/16WP",DDR4,16GB,3890000,,,,,,,
"RAM PC Kingston Fury Beast 16GB DDR4 | (1x16GB), 3200MHz, Intel/AMD KF432C16BB/16",RAM,,3890000,16GB 3200MHz,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,"RAM PC Kingston Fury Beast 16GB DDR4 | (1x16GB), 3200MHz, Intel/AMD KF432C16BB/16",DDR4,16GB,3890000,,,,,,,
"RAM PC Kingston Fury Beast 16GB DDR5 (CT) | (1x16GB), 6000MHz, Intel XMP/AMD EXPO KF560C36BBE2-16",RAM,,5799000,16GB 6000MHz,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,"RAM PC Kingston Fury Beast 16GB DDR5 (CT) | (1x16GB), 6000MHz, Intel XMP/AMD EXPO KF560C36BBE2-16",DDR5,16GB,5799000,,,,,,,
"RAM PC Kingston Fury Beast 16GB DDR5 | (1x16GB), 5200MHz, Intel/AMD",RAM,,5499000,16GB 5200MHz,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,"RAM PC Kingston Fury Beast 16GB DDR5 | (1x16GB), 5200MHz, Intel/AMD",DDR5,16GB,5499000,,,,,,,
"RAM PC Kingston Fury Beast 16GB DDR5 | (1x16GB), 5200MHz, Intel/AMD KF55C40BB-16",RAM,,5699000,16GB 5200MHz,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,"RAM PC Kingston Fury Beast 16GB DDR5 | (1x16GB), 5200MHz, Intel/AMD KF55C40BB-16",DDR5,16GB,5699000,,,,,,,
"RAM PC Kingston Fury Beast 16GB DDR5 | (1x16GB), 5600MHz, Intel/AMD KF556C40BB",RAM,,5299000,16GB 5600MHz,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,"RAM PC Kingston Fury Beast 16GB DDR5 | (1x16GB), 5600MHz, Intel/AMD KF556C40BB",DDR5,16GB,5299000,,,,,,,
"RAM PC Kingston Fury Beast 16GB DDR5 | (1x16GB), 5600MHz, Intel/AMD KF556C40BB-16",RAM,,5899000,16GB 5600MHz,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,"RAM PC Kingston Fury Beast 16GB DDR5 | (1x16GB), 5600MHz, Intel/AMD KF556C40BB-16",DDR5,16GB,5899000,,,,,,,
"RAM PC Kingston Fury Beast 16GB DDR5 | (1x16GB), 5600MHz, Intel/AMD KF556C40BB-16WP",RAM,,5899000,16GB 5600MHz,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,"RAM PC Kingston Fury Beast 16GB DDR5 | (1x16GB), 5600MHz, Intel/AMD KF556C40BB-16WP",DDR5,16GB,5899000,,,,,,,
"RAM PC Kingston Fury Beast 16GB DDR5 | (1x16GB), 6000MHz, Intel XMP/AMD EXPO KF560C36BBE2-16",RAM,,5999000,16GB 6000MHz,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,"RAM PC Kingston Fury Beast 16GB DDR5 | (1x16GB), 6000MHz, Intel XMP/AMD EXPO KF560C36BBE2-16",DDR5,16GB,5999000,,,,,,,
"RAM PC Kingston Fury Beast 16GB DDR5 | (1x16GB), 6000MHz, Intel/AMD Kf560C36Bbe2-16Wp",RAM,,5999000,16GB 6000MHz,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,"RAM PC Kingston Fury Beast 16GB DDR5 | (1x16GB), 6000MHz, Intel/AMD Kf560C36Bbe2-16Wp",DDR5,16GB,5999000,,,,,,,
"RAM PC Kingston Fury Beast 16GB RGB DDR4 | (2x8GB), 3200MHz, Intel/AMD KF432C16BB2AK2/16",RAM,,3690000,16GB 3200MHz,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,"RAM PC Kingston Fury Beast 16GB RGB DDR4 | (2x8GB), 3200MHz, Intel/AMD KF432C16BB2AK2/16",DDR4,16GB,3690000,,,,,,,
"RAM PC Kingston Fury Beast 16GB RGB DDR5 | (1x16GB), 6000MHz, Intel/AMD KF560C36BBE2A-16WP",RAM,,6999000,16GB 6000MHz,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,"RAM PC Kingston Fury Beast 16GB RGB DDR5 | (1x16GB), 6000MHz, Intel/AMD KF560C36BBE2A-16WP",DDR5,16GB,6999000,,,,,,,
"RAM PC Kingston Fury Beast 32GB DDR4 | (1x32GB), 3200MHz, Intel/AMD KF432C16BB/32",RAM,,7999000,32GB 3200MHz,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,"RAM PC Kingston Fury Beast 32GB DDR4 | (1x32GB), 3200MHz, Intel/AMD KF432C16BB/32",DDR4,32GB,7999000,,,,,,,
"RAM PC Kingston Fury Beast 32GB DDR4 | (1x32GB), 3600MHz, Intel/AMD",RAM,,4990000,32GB 3600MHz,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,"RAM PC Kingston Fury Beast 32GB DDR4 | (1x32GB), 3600MHz, Intel/AMD",DDR4,32GB,4990000,,,,,,,
"RAM PC Kingston Fury Beast 32GB DDR5 | (1x32GB), 6000MHz, Intel/AMD KF560C36BBE2-32",RAM,,9999000,32GB 6000MHz,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,"RAM PC Kingston Fury Beast 32GB DDR5 | (1x32GB), 6000MHz, Intel/AMD KF560C36BBE2-32",DDR5,32GB,9999000,,,,,,,
